title,sentence,date
"Price Analysis 5/27: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, XTZ, ADA","Most major cryptocurrencies have seen strong buying at lower levels, which shows traders remain interested in buying the dips.",2020-05-28
Ripple CEO Says US Regulators Must Embrace Crypto or Fall Behind China,"Brad Garlinghouse, the CEO of Ripple, has taken to Twitter urging U.S. regulators to get on board with cryptocurrencies, or risk losing global financial dominance to China.",2020-05-27
"Price Analysis 5/25: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, XTZ, ADA","Several major cryptocurrencies have turned down from their resistance levels, hinting that further downside could occur in the short-term.",2020-05-26
"Tether Unseats XRP As Third-Largest Crypto, Dwarfing Its Volume 25:1",The race for third place is still far from over.,2020-05-26
"Price Analysis 5/22: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, XTZ, ADA",A few major cryptocurrencies are in an uptrend and they could offer buying opportunities in the short-term.,2020-05-23
Bitcoin Has 140 Times More Daily Active Addresses Than XRP,"Bitcoin has 140 times more daily active addresses than XRP, but has fewer addresses with a positive balance in them than ETH.",2020-05-21
"Price Analysis 5/20: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, XTZ, ADA","Most major cryptocurrencies have turned down from their immediate resistance levels, which suggests a minor correction in the next few days.",2020-05-21
"Price Analysis 5/18: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, XTZ, XLM","Most major cryptocurrencies are struggling to break out of their immediate resistance levels, which could result in a minor pullback for the next few days.",2020-05-19
US Consumer Protection Agency Recognizes XRP’s Potential in Remittance,A U.S. consumer protection agency shout outs Ripple and XRP cross-border settlements in a recent regulatory update.,2020-05-18
Crypto Traders Are Longing ETH (And Not Much Else),Ethereum longs on Bitfinex have increased 170% since breaking into record highs during late February.,2020-05-18
Ripple Settlements Are Coming to Japanese ATMs,SBI Holdings plans to integrate Ripple-powered settlement across Japanese ATMs.,2020-05-17
"Price Analysis 5/15: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, XTZ, XLM","The action in altcoins has become coin specific, meaning, traders should remain with those that are in an uptrend as they are likely to follow Bitcoin if it moves higher.",2020-05-16
"Price Analysis 5/13: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, XTZ, XLM",Altcoins are currently following Bitcoin price but soon they are likely to decouple and chart their own course.,2020-05-14
Ripple Seems to Be Developing a Blockchain-Based Working Capital Loans Product,A recent job listing at blockchain-based payments firm Ripple indicates that it is working on a working capital loan product.,2020-05-13
"Most Transactions on XRP, EOS and Tezos Don't Transfer Any Value","Most transactions on XRP, EOS, and XTZ do not transfer any value, according to a new research study.",2020-05-13
Tether USDT Surpasses XRP as the 3rd-Largest Cryptocurrency,Stablecoin Tether has just surpassed XRP as the third-largest cryptocurrency and is now the second-largest altcoin behind Ethereum’s Ether (ETH).,2020-05-12
SBI Holdings CEO: Ripple Partners Could Help Pandemic Supply Chain,SBI Holdings is proposing Ripple partner with multinational corporations to increase transparency and traceability across supply chains.,2020-05-11
Ripple's XRP Ushers in Wallet Termination Capability,"The XRP ledger network now has the ability to delete wallets, thanks to a community vote.",2020-05-09
"Price Analysis 5/8: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, XTZ, XLM","After Bitcoin’s rally, several major cryptocurrencies are attempting to resume their up move.",2020-05-09
New Report Explains Why XRP Takes Weekends Off,A report from Flipside Crypto delves into why XRP trading drops significantly on weekends.,2020-05-07
"Price Analysis 5/6: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, XTZ, XLM",Most major cryptocurrencies are stuck in a tight range awaiting direction from Bitcoin.,2020-05-07
Ripple Joins ISO Global Standards Body on Cross-Border Payments,"Ripple claims to be the first DLT-focused member of the global ISO 20022 standards body, driving international standards for interoperability between financial institutions.",2020-05-06
Ripple Hit With Another Lawsuit Alleging XRP Security Laws Violations,Bitcoin Manipulation Abatement LLC accuses Ripple and CEO Brad Garlinghouse of violating security laws while selling and marketing XRP.,2020-05-05
"Price Analysis 5/4: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, XTZ, XLM",Several major cryptocurrencies are facing selling at higher levels but the fact that traders are buying on the dips suggests further range-bound action is likely.,2020-05-05
"Many Blockchain Projects Are Uniquely Suited to COVID-19 Research, Here’s How","In the wake of the recent pandemic, here’s how many different blockchain projects are stepping up to donate resources in the hopes of finding a vaccine.",2020-05-05
MoneyGram Reports 'Quiet Quarter' For Ripple Partnership,Major cross-border payments company MoneyGram has reported a “quiet quarter” with regards to its partnership with Ripple.,2020-05-04
"Price Analysis 5/1: BTC, ETH, XRP, BCH, BSV, LTC, BNB, EOS, XTZ, XLM","Most major cryptocurrencies are facing resistance at higher levels, meaning a few days of consolidation could be needed before the rally can resume.",2020-05-02
Ripple’s XRP Sales Fall to $1.75M as ODL Network Volume Triples,"The XRP Markets Report for Q1 2020 shows the On-Demand Liquidity network is more popular than ever, while Ripple’s XRP sales have hit a new low.",2020-05-01
World's First Crypto Bank Adds Support for Ripple's XRP,Sygnum Bank will allow its users to invest in Ripple’s XRP token via their e-banking portal.,2020-05-01
Ripple CTO Sees YouTube Channel Suspended Amid Lawsuit,Ripple's CTO recently saw his YouTube channel suspended as antics persist on the platform.,2020-04-30
"Price Analysis 4/29: BTC, ETH, XRP, BCH, BSV, LTC, EOS, BNB, XTZ, XLM","Bitcoin’s impressive rally has pushed the crypto markets higher, leading traders to wonder if the uptrend will last through the halving event.",2020-04-30
"Price Analysis 4/27: BTC, ETH, XRP, BCH, BSV, LTC, EOS, BNB, XTZ, XLM",Bitcoin prices are holding up well but the fact that many altcoins are witnessing profit booking suggests that the focus is shifting back to BTC.,2020-04-28
Litigation and Steady Price Decline — Can XRP Sustain Such Attrition?,Ripple’s user support is in decline and its price continues to drop as experts share the possible reasons behind the negativity.,2020-04-26
"Price Analysis 4/24: BTC, ETH, XRP, BCH, BSV, LTC, EOS, BNB, XTZ, LINK","Bitcoin is close to breaking out of its overhead resistance. This has resulted in strong price action in some altcoins, which suggests that the investor sentiment is bullish.",2020-04-25
Community Fraud Site Tracks 8.5M XRP Lost to Giveaway Scams,A community site set up to combat XRP fraud claims holders have lost 8.5 million tokens to fake airdrops and YouTube giveaway scams since 2019.,2020-04-24
XRP Price May Be Headed for $0.30 With Bitcoin Making Higher Highs,XRP price has rebounded since the March crash and looks to tackle key resistance in an attempt to reclaim the $0.30 level.,2020-04-24
Ripple’s $1 Billion Head of XRP Markets Quietly Leaves Job,"With no formal announcement, former CME exec Miguel Vias has quietly left his role as Head of XRP Markets for Ripple Labs.",2020-04-23
"Price Analysis 4/22: BTC, ETH, XRP, BCH, BSV, LTC, EOS, BNB, XTZ, LINK",The bounce in most major cryptocurrencies shows demand at lower levels and also increases the possibility of an up move in the next few days.,2020-04-23
"Bitcoin Price Breaks $7,000 as US Stock Market Sees Minor Uptick","Bitcoin breaks $7,000 again, with most of the top 20 cryptocurrencies reporting moderate gains.",2020-04-22
"Ripple Files Lawsuit Against YouTube: ""Enough Is Enough""",Ripple Labs and its CEO Brad Garlinghouse have filed a lawsuit against Youtube for its alleged complicity in a spate of repeated “XRP giveaway” scams.,2020-04-22
"Price Analysis 4/20: BTC, ETH, XRP, BCH, BSV, LTC, EOS, BNB, XTZ, LINK",Many major cryptocurrencies are not seeing follow up buying even after breaking out of resistance. This points to consolidation or a minor dip in the next few days.,2020-04-21
XRP Army Shrinks as Liquidations Passed $263M in 2019,"From dwindling numbers of Twitter users in Q1 to large-scale liquidations in 2019, reduced engagement has affected the price of XRP.",2020-04-20
Investor Sues Bitstamp and Gatehub Over Millions in Missing Coins,Gatehub and Bitstamp are facing lawsuits from a Canadian investor over $4.9 million in alleged losses resulting from misleading info.,2020-04-20
"Price Analysis April 17: BTC, ETH, XRP, BCH, BSV, LTC, EOS, BNB, XTZ, LINK",Most major cryptocurrencies appear ready to start new uptrends after recently bouncing off strong support levels.,2020-04-18
Aussie Crypto Unicorn Raises $160M With ‘Big Four' Bank Backing,"Airwallex is one of just three Australian ‘unicorns,’ raising $160 million in a round led by ANZ bank and cloud software firm Salesforce.",2020-04-17
"Price Analysis April 15: BTC, ETH, XRP, BCH, BSV, LTC, EOS, BNB, XTZ, LINK","The trading range of most major cryptocurrencies has tightened, meaning a sharp directional move could occur within the next few days.",2020-04-16
XRP's Dismal 2020 Continues as Token Overtaken by LINK,"According to crypto analytics firm Messari, XRP was the worst performing large cap token in 2019 — and this year isn’t shaping up any better.",2020-04-15
"Price Analysis April 13: BTC, ETH, XRP, BCH, BSV, LTC, EOS, BNB, XTZ, LINK","Most major cryptocurrencies are attempting to bounce off their immediate support levels, which is a huge positive as it suggests buying on dips.",2020-04-14
"XRP, Stellar ‘Too Closely Held’ to Offer Fund Investors — Mark Yusko","In an interview this week, the Morgan Creek Digital CEO revealed reservations about Ripple’s giant XRP hoard and said the majority of altcoins will go to zero.",2020-04-11
Ripple Integration Brings Instant Payments to Thailand,The partnership between Azimo and a Thai bank aims to deliver instant remittance payments with RippleNet.,2020-04-11
"Price Analysis April 10: BTC, ETH, XRP, BCH, BSV, LTC, EOS, BNB, XTZ, LINK","Most major cryptocurrencies have turned down from their 50-day moving averages, suggesting that bears are attempting to resume the downtrend.",2020-04-11
XRP Price Bottom May Be Here as Bulls Try to Prevent New All-Time Low,The price of Ripple’s XRP token is testing new multi-year lows as correlation with Bitcoin may be becoming inversely correlated.,2020-04-10
"Price Analysis April 8: BTC, ETH, XRP, BCH, BSV, LTC, EOS, BNB, XTZ, LEO","Bearish traders are aggressively defending the 50-day SMA on most major cryptocurrencies but once crossed, momentum is likely to pick up.",2020-04-09
"Price Analysis April 6: BTC, ETH, XRP, BCH, BSV, LTC, EOS, BNB, XTZ, LEO",Many major cryptocurrencies are breaking out of their critical overhead resistance levels and it seems the uptrend is likely to continue for the next few days.,2020-04-07
Ripple Funds Blockchain’s Disruption of the Legal Industry,Cointelegraph spoke to Ripple’s University Blockchain Research Initiative to find out about Australian law school’s new blockchain course.,2020-04-06
Crypto Custody Firm Lists XRP for Institutional Clients,"The institutional digital asset custody provider and Libra association member, Anchorage, has added XRP to its list of supported assets.",2020-04-04
"Price Analysis April 3: BTC, ETH, XRP, BCH, BSV, LTC, EOS, BNB, XTZ, LEO",Bitcoin price continues to push higher but major cryptocurrencies should sustain above their 20-day EMA to confirm that the downtrend might be over.,2020-04-04
Ripple Co-Founder Chris Larsen Makes Full Recovery From COVID-19,"Chris Larsen, co-founder of Ripple, has made a full recovery from COVID-19, and called on other recovered patients to donate blood for antibody therapies.",2020-04-03
Top Ripple Dev Publishes Method to Increase Privacy Using ‘Blinded Tags’,"Nik Bougalis, a cryptographer, software engineer and lead of the C++ team at Ripple, has published a proposed method for enhancing transaction privacy on the XRP ledger.",2020-04-02
"Price Analysis April 1: BTC, ETH, XRP, BCH, BSV, LTC, EOS, BNB, XTZ, LEO","After a strong bounce from key support levels, many cryptocurrencies are now struggling to break above the 20-day EMA.",2020-04-02
Amended Ripple Class-Action Covers Possibility XRP Is Not a Security,Lawsuit accusing Ripple of selling XRP as an unlicensed security includes claims to hedge the possibility that it is not.,2020-04-01
Australian Uni Partners With Ripple on Blockchain Law Courses,The Australian National University has partnered with Ripple to develop two Masters courses examining the impact of blockchain on legal disputes.,2020-04-01
