date,desc_sentence,desc_logit,desc_prediction,desc_sentiment_score,title_sentence,title_logit,title_prediction,title_sentiment_score,sentence
2020-09-22,The market has taken a bearish turn and Bitcoin and altcoins will need strong relief rallies in order to restore their uptrends.,[0.49532375 0.46198198 0.0426943 ],positive,0.033341765,"Price analysis 9/21: BTC, ETH, XRP, BCH, DOT, BNB, LINK, CRO, LTC, BSV",[0.02713406 0.02155303 0.95131296],neutral,0.005581038,"Price analysis 9/21: BTC, ETH, XRP, BCH, DOT, BNB, LINK, CRO, LTC, BSV. The market has taken a bearish turn and Bitcoin and altcoins will need strong relief rallies in order to restore their uptrends."
2020-09-19,"Bitcoin and altcoins are facing selling near key resistance levels, but for now the possibility of a sharp fall remains low.",[0.48843303 0.47407582 0.03749108],positive,0.014357209,"Price analysis 9/18: BTC, ETH, XRP, DOT, BCH, BNB, LINK, CRO, LTC, BSV",[0.02701029 0.02160228 0.9513874 ],neutral,0.0054080077,"Price analysis 9/18: BTC, ETH, XRP, DOT, BCH, BNB, LINK, CRO, LTC, BSV. Bitcoin and altcoins are facing selling near key resistance levels, but for now the possibility of a sharp fall remains low."
2020-09-17,"Bitcoin and a few altcoins have broken above key resistance levels, which suggests that the bulls are attempting to take control of the market.",[0.205251   0.67781305 0.11693604],negative,-0.47256207,"Price analysis 9/16: BTC, ETH, XRP, DOT, BCH, BNB, LINK, CRO, LTC, BSV",[0.02765772 0.02116251 0.9511798 ],neutral,0.0064952057,"Price analysis 9/16: BTC, ETH, XRP, DOT, BCH, BNB, LINK, CRO, LTC, BSV. Bitcoin and a few altcoins have broken above key resistance levels, which suggests that the bulls are attempting to take control of the market."
2020-09-15,Bitcoin and several altcoins are trying to break out of their respective overhead resistance levels in order to restore bullish momentum.,[0.9152273  0.02267186 0.06210089],positive,0.8925554,"Price analysis 9/14: BTC, ETH, XRP, BNB, DOT, LINK, BCH, CRO, LTC, BSV",[0.02717239 0.02161641 0.9512112 ],neutral,0.005555976,"Price analysis 9/14: BTC, ETH, XRP, BNB, DOT, LINK, BCH, CRO, LTC, BSV. Bitcoin and several altcoins are trying to break out of their respective overhead resistance levels in order to restore bullish momentum."
2020-09-12,"Although Bitcoin price is range-bound, a few altcoins have started a relief rally which could push them above key resistance levels.",[0.94786555 0.03017339 0.02196109],positive,0.9176922,"Price analysis 9/11: BTC, ETH, XRP, LINK, BCH, DOT, BNB, LTC, CRO, BSV",[0.02586078 0.02267355 0.9514656 ],neutral,0.003187228,"Price analysis 9/11: BTC, ETH, XRP, LINK, BCH, DOT, BNB, LTC, CRO, BSV. Although Bitcoin price is range-bound, a few altcoins have started a relief rally which could push them above key resistance levels."
2020-09-10,If the bulls can find momentum from the current bounce in Bitcoin and altcoins a short-term bottom may be in place.,[0.04966648 0.8672246  0.08310884],negative,-0.8175581,"Price analysis 9/9: BTC, ETH, XRP, LINK, BCH, DOT, BNB, BSV, LTC, CRO",[0.02527574 0.02285026 0.951874  ],neutral,0.0024254806,"Price analysis 9/9: BTC, ETH, XRP, LINK, BCH, DOT, BNB, BSV, LTC, CRO. If the bulls can find momentum from the current bounce in Bitcoin and altcoins a short-term bottom may be in place."
2020-09-08,The strong performance from DeFi tokens has far eclipsed that of many top-10 altcoins but how long can this trend last?,[0.19927575 0.0492226  0.7515016 ],neutral,0.15005314,DeFi boom leaves former altcoin darlings in the dust — But for how long?,[0.03407634 0.27136853 0.69455516],neutral,-0.2372922,DeFi boom leaves former altcoin darlings in the dust — But for how long?. The strong performance from DeFi tokens has far eclipsed that of many top-10 altcoins but how long can this trend last?
2020-09-08,Bitcoin and altcoins could consolidate in a tight range for a few days before making the next decisive move.,[0.08626639 0.06681387 0.8469198 ],neutral,0.01945252,"Price analysis 9/7: BTC, ETH, XRP, LINK, BCH, DOT, BSV, BNB, LTC, CRO",[0.02597469 0.0216261  0.95239913],neutral,0.0043485947,"Price analysis 9/7: BTC, ETH, XRP, LINK, BCH, DOT, BSV, BNB, LTC, CRO. Bitcoin and altcoins could consolidate in a tight range for a few days before making the next decisive move."
2020-09-05,A dead cat bounce from Bitcoin and altcoins’ critical support levels may attract further selling that could result in lower levels over the next few days.,[0.01471173 0.9629595  0.0223288 ],negative,-0.9482478,"Price analysis 9/4: BTC, ETH, XRP, LINK, BCH, DOT, LTC, CRO, BNB, BSV",[0.02669732 0.02205372 0.95124894],neutral,0.0046436023,"Price analysis 9/4: BTC, ETH, XRP, LINK, BCH, DOT, LTC, CRO, BNB, BSV. A dead cat bounce from Bitcoin and altcoins’ critical support levels may attract further selling that could result in lower levels over the next few days."
2020-09-04,Ripple’s Japanese partner wants to lead financial innovation in the country.,[0.65643203 0.00716844 0.3363995 ],positive,0.6492636,SBI Holdings to set up blockchain-based digital stock exchange in Osaka,[0.07166334 0.00905665 0.91927993],neutral,0.06260669,SBI Holdings to set up blockchain-based digital stock exchange in Osaka. Ripple’s Japanese partner wants to lead financial innovation in the country.
2020-09-03,If the bearish patterns on Bitcoin and altcoins complete the current correction could see prices drop to new lows.,[0.01413112 0.9689192  0.01694961],negative,-0.9547881,"Price analysis 9/2: BTC, ETH, XRP, LINK, BCH, LTC, BNB, CRO, BSV, ADA",[0.03054776 0.01917741 0.9502748 ],neutral,0.011370344,"Price analysis 9/2: BTC, ETH, XRP, LINK, BCH, LTC, BNB, CRO, BSV, ADA. If the bearish patterns on Bitcoin and altcoins complete the current correction could see prices drop to new lows."
2020-09-01,But XRP isn’t competing with Tether.,[0.11296955 0.01422841 0.8728021 ],neutral,0.098741144,Tether surpasses XRP by market cap again,[0.71175057 0.01129173 0.27695772],positive,0.7004588,Tether surpasses XRP by market cap again. But XRP isn’t competing with Tether.
2020-09-01,"Bitcoin and altcoins have bounced off their range lows, but they are likely to encounter resistance at higher levels.",[0.86098164 0.10218524 0.03683315],positive,0.7587964,"Price analysis 8/31: BTC, ETH, XRP, LINK, BCH, LTC, BSV, CRO, BNB, EOS",[0.02821735 0.0196192  0.9521635 ],neutral,0.008598151,"Price analysis 8/31: BTC, ETH, XRP, LINK, BCH, LTC, BSV, CRO, BNB, EOS. Bitcoin and altcoins have bounced off their range lows, but they are likely to encounter resistance at higher levels."
2020-08-29,"Bitcoin and altcoins are holding key support levels, suggesting bulls will try to break above overhead resistance levels soon.",[0.92877436 0.02855091 0.04267482],positive,0.90022343,"Price analysis 8/28: BTC, ETH, XRP, LINK, BCH, LTC, BSV, CRO, BNB, EOS",[0.02929629 0.01955365 0.95115006],neutral,0.009742642,"Price analysis 8/28: BTC, ETH, XRP, LINK, BCH, LTC, BSV, CRO, BNB, EOS. Bitcoin and altcoins are holding key support levels, suggesting bulls will try to break above overhead resistance levels soon."
2020-08-28,A forex exchange in Japan will start crypto CFD trading soon.,[0.04552265 0.01693818 0.93753916],neutral,0.02858447,"Japanese financial giant SBI to launch CFDs for Bitcoin, Ether and XRP",[0.23581998 0.00822424 0.75595576],neutral,0.22759575,"Japanese financial giant SBI to launch CFDs for Bitcoin, Ether and XRP. A forex exchange in Japan will start crypto CFD trading soon."
2020-08-27,The Flare Network plans to build a new two-way bridge connecting XRP to the Ethereum ecosystem.,[0.5066964  0.00693991 0.48636368],positive,0.4997565,Flare proposes new bridge to allow XRP to be used on Ethereum,[0.47076303 0.00711842 0.5221185 ],neutral,0.4636446,Flare proposes new bridge to allow XRP to be used on Ethereum. The Flare Network plans to build a new two-way bridge connecting XRP to the Ethereum ecosystem.
2020-08-27,Bitcoin and altcoins are likely to remain range-bound in the short-term as the bulls and the bears attempt to assert their dominance.,[0.5690832  0.23864111 0.19227566],positive,0.3304421,"Price analysis 8/26: BTC, ETH, XRP, LINK, BCH, LTC, BSV, CRO, BNB, ADA",[0.03268854 0.0182612  0.9490503 ],neutral,0.0144273415,"Price analysis 8/26: BTC, ETH, XRP, LINK, BCH, LTC, BSV, CRO, BNB, ADA. Bitcoin and altcoins are likely to remain range-bound in the short-term as the bulls and the bears attempt to assert their dominance."
2020-08-26,This is how Ripple’s next product might be called.,[0.0481962  0.01449496 0.9373089 ],neutral,0.033701245,Ripple filed four US trademark applications this month,[0.06487914 0.10495248 0.83016837],neutral,-0.040073335,Ripple filed four US trademark applications this month. This is how Ripple’s next product might be called.
2020-08-26,The operator of Australia’s ‘PayID’ payments network is suing Ripple Labs over its use of ‘PayID’ branding.,[0.02417686 0.7904644  0.18535876],negative,-0.76628757,Ripple faces lawsuit in Australia over ‘PayID’ branding,[0.03115668 0.90288377 0.06595957],negative,-0.8717271,Ripple faces lawsuit in Australia over ‘PayID’ branding. The operator of Australia’s ‘PayID’ payments network is suing Ripple Labs over its use of ‘PayID’ branding.
2020-08-25,"The bulls are aggressively defending the 20-day EMA in Bitcoin and select altcoins, which could result in the resumption of the uptrend.",[0.8607557  0.06756397 0.07168033],positive,0.79319173,"Price analysis 8/24: BTC, ETH, XRP, BCH, LINK, LTC, BSV, CRO, BNB, ADA",[0.0319292  0.01815421 0.9499166 ],neutral,0.013774993,"Price analysis 8/24: BTC, ETH, XRP, BCH, LINK, LTC, BSV, CRO, BNB, ADA. The bulls are aggressively defending the 20-day EMA in Bitcoin and select altcoins, which could result in the resumption of the uptrend."
2020-08-23,It’s not your traditional malware scam.,[0.0336227  0.14658247 0.81979483],neutral,-0.11295977,Youtuber Explains How Crypto Scammers Took Control of His Account,[0.02350042 0.08151592 0.8949836 ],neutral,-0.058015507,Youtuber Explains How Crypto Scammers Took Control of His Account. It’s not your traditional malware scam.
2020-08-22,"Bitcoin and several altcoins have formed bearish divergences, which suggests that the bullish momentum has weakened.",[0.01873002 0.95914847 0.02212145],negative,-0.9404184,"Price Analysis 8/21: BTC, ETH, XRP, BCH, LINK, LTC, BSV, ADA, BNB, CRO",[0.03071152 0.01787103 0.9514175 ],neutral,0.012840487,"Price Analysis 8/21: BTC, ETH, XRP, BCH, LINK, LTC, BSV, ADA, BNB, CRO. Bitcoin and several altcoins have formed bearish divergences, which suggests that the bullish momentum has weakened."
2020-08-22,"The asset still has no official distinction, however.",[0.05332604 0.01301403 0.93366   ],neutral,0.040312003,"XRP Is Not a Security, Argues US Congressman Tom Emmer",[0.06744392 0.04653055 0.88602555],neutral,0.02091337,"XRP Is Not a Security, Argues US Congressman Tom Emmer. The asset still has no official distinction, however."
2020-08-20,Bitcoin and the altcoins continue to correct but lower levels are likely to attract buyers as the bullish macro trend has not changed.,[0.79845196 0.17086935 0.03067872],positive,0.6275826,"Price Analysis 8/19: BTC, ETH, XRP, LINK, BCH, LTC, BSV, ADA, BNB, EOS",[0.03086198 0.01814865 0.95098937],neutral,0.012713326,"Price Analysis 8/19: BTC, ETH, XRP, LINK, BCH, LTC, BSV, ADA, BNB, EOS. Bitcoin and the altcoins continue to correct but lower levels are likely to attract buyers as the bullish macro trend has not changed."
2020-08-19,"XRP contributes to the development of CBDCs and stablecoins, says key exec.",[0.416731   0.00758226 0.57568675],neutral,0.40914872,"XRP Isn’t Competing With Stablecoins and CBDCs, Says Ripple Exec",[0.30450943 0.00964661 0.68584394],neutral,0.29486284,"XRP Isn’t Competing With Stablecoins and CBDCs, Says Ripple Exec. XRP contributes to the development of CBDCs and stablecoins, says key exec."
2020-08-18,"Bitcoin’s strong move above the $12,200 resistance could boost sentiment and lead to a stronger rally in select altcoins.",[0.9518681  0.01979049 0.02834149],positive,0.93207765,"Price Analysis 8/17: BTC, ETH, XRP, LINK, BCH, LTC, BSV, ADA, EOS, BNB",[0.03000638 0.01832979 0.9516638 ],neutral,0.011676587,"Price Analysis 8/17: BTC, ETH, XRP, LINK, BCH, LTC, BSV, ADA, EOS, BNB. Bitcoin’s strong move above the $12,200 resistance could boost sentiment and lead to a stronger rally in select altcoins."
2020-08-15,Traders have turned bullish on Ethereum again and the strong break above $400 could pull Bitcoin and other altcoins higher.,[0.90289617 0.07427726 0.02282654],positive,0.8286189,"Price Analysis 8/14: BTC, ETH, XRP, LINK, BCH, BSV, LTC, ADA, BNB, CRO",[0.03016638 0.01807612 0.9517575 ],neutral,0.012090258,"Price Analysis 8/14: BTC, ETH, XRP, LINK, BCH, BSV, LTC, ADA, BNB, CRO. Traders have turned bullish on Ethereum again and the strong break above $400 could pull Bitcoin and other altcoins higher."
2020-08-14,Ripple CEO Brad Garlinghouse says the network is working as planned.,[0.21669589 0.00982757 0.7734765 ],neutral,0.20686832,"Ripple CEO Fires Back at NYT Reporter, ‘Ripple Has No Plans to Reset Our Strategy’",[0.03048216 0.6823095  0.28720832],negative,-0.65182734,"Ripple CEO Fires Back at NYT Reporter, ‘Ripple Has No Plans to Reset Our Strategy’. Ripple CEO Brad Garlinghouse says the network is working as planned."
2020-08-14,There may be trouble in paradise with one of Ripple’s major partners.,[0.01402383 0.9381882  0.04778793],negative,-0.92416435,Why Santander Doesn’t Want to Use Ripple for International Payments Yet,[0.0363569  0.03538655 0.9282566 ],neutral,0.0009703487,Why Santander Doesn’t Want to Use Ripple for International Payments Yet. There may be trouble in paradise with one of Ripple’s major partners.
